Identifier,PNL (*100%),Koef,USDProfit,Winrate,Single buy,Traded,Number of tokens traded,Buys,Sell,PnL < -0.5x %,PnL -0.5x to 0x %,PnL < 2x %,PnL 2x to 5x %,PnL > 5x %,Fast tx %,No buy hold ratio,SOL balance
GKWZkSQMAnAez5WAFJhCB7WRwPFjjkS7DAhHWSCB98x8,0.6,3.178118864,"14,033.67",85.71%,258.229,171,7,91,80,0.00%,14.29%,85.71%,0.00%,0.00%,28.57%,0.00%,53.00705496
8Cq6trCdfGYNnG9o43UZdfQA8kftvck4uumwFUouBERd,0.64,3.162176596,"8,033.79",46.15%,142.7297,178,52,88,90,1.92%,51.92%,46.15%,0.00%,0.00%,13.46%,7.14%,7.446220652
HCAJnW1U6LG1pE4GdnQSLDFbMEMAzZfJJ3QkFkY57PNP,0.63,3.14164164,"12,352.63",90.00%,193.6898,203,54,102,101,1.85%,5.56%,87.04%,5.56%,0.00%,0.00%,0.00%,19.00013725
Hm4t1Vbx7Qe2bVPKubFqWUzXkV1TK87FxvpktzvGTBqW,0.62,3.141305156,"10,665.79",86.84%,203.3136,167,48,84,83,2.08%,8.33%,85.42%,4.17%,0.00%,0.00%,0.00%,4.997453115
4FTKGLbesUiCEU4sJ7AwE8Qs8eBqGCXgWnoTtnAx2j8J,0.44,3.104088726,116.99,60.00%,4.434,85,17,60,25,0.00%,47.06%,41.18%,11.76%,0.00%,0.00%,0.00%,0.055515438
HCAJnW1U6LG1pE4GdnQSLDFbMEMAzZfJJ3QkFkY57PNP,0.61,3.096010764,"11,672.71",90.00%,189.4594,199,54,101,98,1.85%,5.56%,87.04%,5.56%,0.00%,0.00%,0.00%,0.20013492
ApQuiLn4u1WZ49A2Dh7qLTgH7WVEhhecaRvcwC6pMfFm,0.83,3.094845703,"7,658.78",42.86%,309.3361,80,14,30,50,35.71%,21.43%,35.71%,7.14%,0.00%,14.29%,0.00%,15.43254544
6ESjUGEXABK3tBKYiDe8eRMPxtm3ZGg4Gu6UA9jdcf74,0.75,3.084083629,"10,907.79",82.35%,310.2457,114,51,47,67,0.00%,15.69%,72.55%,11.76%,0.00%,3.92%,0.00%,15.54451419
6xzAwHanuPWk9RzbGRMXoZKRU7UewuyoFgonj3Hc1cmj,0.78,3.077638603,"8,710.31",51.43%,231.983,122,35,48,74,22.86%,25.71%,31.43%,17.14%,2.86%,11.43%,0.00%,15.41475103
8Cq6trCdfGYNnG9o43UZdfQA8kftvck4uumwFUouBERd,0.61,3.058118833,"8,025.49",46.15%,143.4056,183,52,91,92,1.92%,51.92%,46.15%,0.00%,0.00%,13.46%,7.14%,7.394487069
8Cq6trCdfGYNnG9o43UZdfQA8kftvck4uumwFUouBERd,0.61,3.049166579,"8,081.97",46.15%,143.273,185,52,92,93,1.92%,51.92%,46.15%,0.00%,0.00%,13.46%,7.14%,7.681523466
6ESjUGEXABK3tBKYiDe8eRMPxtm3ZGg4Gu6UA9jdcf74,0.75,3.047943373,"11,148.60",82.35%,309.9784,118,51,48,70,0.00%,15.69%,72.55%,11.76%,0.00%,3.92%,0.00%,16.7766572
GKWZkSQMAnAez5WAFJhCB7WRwPFjjkS7DAhHWSCB98x8,0.57,3.028107903,"13,931.96",71.43%,265.9468,173,14,92,81,14.29%,14.29%,64.29%,0.00%,7.14%,14.29%,0.00%,53.00959247
CtE96qc7KkuKAEyGB68WGoxSqayVJvb1yqUtd8ZbusWH,0.43,3.004215302,"1,958.38",41.18%,84.6594,77,23,54,23,30.43%,13.04%,52.17%,4.35%,0.00%,0.00%,0.00%,0.150123712
4AxqX183xtmipWiq9nHQToPWjyi8uW6Lb8hT9VTA4rXq,0.59,2.994271073,"3,579.08",80.43%,135.8306,88,55,45,43,12.73%,3.64%,80.00%,3.64%,0.00%,9.09%,0.00%,0.700169055
2qSP9zMPxKFL7Zn25QmU8HmHth6rJtP2BVigcfCB4Jtq,0.75,2.970477116,"5,022.08",51.85%,185.7873,91,28,36,55,10.71%,35.71%,32.14%,10.71%,10.71%,17.86%,0.00%,4.11734354
D9DHbAq4ngND8KNrLhyJfVD8U4g69vVQDggsvuRc4kEL,0.44,2.955333863,"2,477.66",61.90%,93.1521,90,33,61,29,21.21%,3.03%,66.67%,3.03%,6.06%,0.00%,0.00%,0.137643062
CQ7SwjY3sevPCtYrQwR85RzjwmDMW3ztgC1SCxRo19DD,0.6,2.951784389,"6,493.17",60.53%,128.64,171,38,84,87,2.63%,39.47%,52.63%,5.26%,0.00%,0.00%,0.00%,38.82680324
9wRDX3D5QnLwf8KB6Wd97vtYhppn5r2qupfjfLCS19CM,0.72,2.949294606,"8,129.68",64.29%,324.2921,85,14,35,50,14.29%,21.43%,50.00%,7.14%,7.14%,7.14%,0.00%,15.00606711
DiAhFcrZE7wZjkvoDWUdtP9EL6wc8VPVSAkjuV7khhk7,0.65,2.940602752,"8,439.76",67.74%,147.1835,195,32,88,107,9.38%,18.75%,65.62%,6.25%,0.00%,3.12%,3.03%,55.75418457
GeJ88tEBBe6D3yR5dRK94b8F9Ah5dcmipvMdC8CGbiSa,0.72,2.920695457,"5,347.42",50.00%,176.0454,104,38,42,62,18.42%,31.58%,28.95%,18.42%,2.63%,13.16%,0.00%,1.363547595
GeJ88tEBBe6D3yR5dRK94b8F9Ah5dcmipvMdC8CGbiSa,0.71,2.902935741,"5,281.90",50.00%,170.047,107,38,44,63,18.42%,31.58%,28.95%,18.42%,2.63%,13.16%,0.00%,0.155505465
2qSP9zMPxKFL7Zn25QmU8HmHth6rJtP2BVigcfCB4Jtq,0.72,2.875931845,"5,113.43",51.85%,183.2998,97,28,39,58,10.71%,35.71%,32.14%,10.71%,10.71%,17.86%,0.00%,1.260843117
6xzAwHanuPWk9RzbGRMXoZKRU7UewuyoFgonj3Hc1cmj,0.73,2.805182775,"9,511.06",51.43%,260.8101,130,35,50,80,22.86%,25.71%,31.43%,17.14%,2.86%,11.43%,0.00%,16.05667541
HhQmqr7mNkD8k3eniCNuaKGv66fekvQN8Nxf1EDPM5ep,0.7,2.786232661,"6,431.62",62.16%,180.3404,128,37,51,77,21.62%,16.22%,48.65%,13.51%,0.00%,29.73%,0.00%,6.060145554
CQB6qEEet67WSyyJRMfR7ESH5p4ycpJkQXjnzfsnfteZ,0.53,2.783441799,"27,371.72",90.70%,768.2631,128,57,67,61,1.75%,5.26%,89.47%,3.51%,0.00%,0.00%,0.00%,1.50058776
4AxqX183xtmipWiq9nHQToPWjyi8uW6Lb8hT9VTA4rXq,0.54,2.783375879,"3,429.52",80.43%,133.9287,92,55,47,45,12.73%,3.64%,80.00%,3.64%,0.00%,9.09%,0.00%,0.700043974
3N27JJqVYaGEYUGXkJvLgXJC4FybFqDEvf7QvnG7Ygie,0.46,2.738569884,96.89,77.78%,1.2158,291,88,173,118,7.95%,10.23%,79.55%,2.27%,0.00%,2.27%,1.12%,0.187973719
3N27JJqVYaGEYUGXkJvLgXJC4FybFqDEvf7QvnG7Ygie,0.46,2.733602949,89.79,77.78%,1.1901,276,88,165,111,7.95%,10.23%,79.55%,2.27%,0.00%,2.27%,1.12%,0.171877492
DhYVDczx9bdf57KPVo44w9TfG7Z4RUNeBjrPkFiqMoZt,0.38,2.68817261,"1,529.62",41.67%,70.2492,81,38,57,24,31.58%,5.26%,55.26%,2.63%,5.26%,0.00%,0.00%,0.129215207
HKPQVkHd4cGRusYpwPHCZHmAFcDNZDzgUXH5QBPLsjYs,0.4,2.674878044,"1,852.36",53.57%,79.598,87,38,58,29,34.21%,0.00%,60.53%,2.63%,2.63%,2.63%,0.00%,1.765071454
3N27JJqVYaGEYUGXkJvLgXJC4FybFqDEvf7QvnG7Ygie,0.45,2.668390458,71.95,77.78%,1.1523,234,88,140,94,7.95%,10.23%,79.55%,2.27%,0.00%,2.27%,1.12%,0.154619333
8V9b7AoHNN572bFBjzMBDTq4NueJc7hdzmJ4jHnj3ibK,0.37,2.662180948,"3,633.47",55.17%,108.3212,126,51,90,36,1.96%,23.53%,74.51%,0.00%,0.00%,0.00%,0.00%,1.000117074
3N27JJqVYaGEYUGXkJvLgXJC4FybFqDEvf7QvnG7Ygie,0.45,2.655217101,76.3,77.78%,1.1777,244,88,145,99,7.95%,10.23%,79.55%,2.27%,0.00%,2.27%,1.12%,0.172284616
8V9b7AoHNN572bFBjzMBDTq4NueJc7hdzmJ4jHnj3ibK,0.37,2.653661779,"3,633.47",55.17%,109.5383,125,51,89,36,1.96%,23.53%,74.51%,0.00%,0.00%,0.00%,0.00%,1.000022842
96XiRMTL7kkQpKXf5JL33wA8dMZFegSLcbRTkFkwqcSW,0.48,2.64704743,"8,757.72",88.57%,199.3064,166,47,91,75,2.13%,6.38%,89.36%,2.13%,0.00%,0.00%,0.00%,0.200106518
ETEc5jR5oCaNxZ9mxV6Je1KM9nS966wiWHj419gBSrZn,0.66,2.625840193,"3,474.96",57.89%,163.3791,81,19,32,49,15.79%,26.32%,31.58%,21.05%,5.26%,10.53%,0.00%,2.445400678
4p86Ppzo59jGmFx6yBzjq2SbEoqLo1qe1rrJuzxvGpQk,0.44,2.613346192,"8,096.69",69.70%,264.8041,117,48,69,48,10.42%,10.42%,72.92%,6.25%,0.00%,0.00%,0.00%,5.000026828
6NWRFU9TyN3wQQiYR6uTeEYaEzM6khk7qoYdHihGfv7j,0.68,2.611159459,"9,167.11",55.77%,297.5206,118,52,45,73,0.00%,44.23%,46.15%,9.62%,0.00%,3.85%,0.00%,12.93155522
3wWpUsobg1SVLwUopCvqZHhSuYGr5vpz5svP13XCXNPG,0.33,2.58362014,"2,170.15",69.57%,61.3113,137,47,106,31,2.13%,12.77%,85.11%,0.00%,0.00%,0.00%,0.00%,0.500085359
9zbo4a4eNMPCpDStNNeNpNqoXngShzae5H12BzEB72ta,0.55,2.563521723,"9,325.99",89.13%,203.238,179,52,83,96,1.92%,7.69%,88.46%,1.92%,0.00%,0.00%,0.00%,1.134037723
BMocWQ2pxzJd46UnSikZfGjbkkpDPxbYBGRStUrDScDS,0.36,2.551461963,"3,958.62",58.82%,153.6149,101,24,72,29,16.67%,12.50%,66.67%,4.17%,0.00%,4.17%,0.00%,0.180144727
3wWpUsobg1SVLwUopCvqZHhSuYGr5vpz5svP13XCXNPG,0.33,2.548609364,"2,158.66",69.57%,63.2086,134,47,103,31,2.13%,12.77%,85.11%,0.00%,0.00%,0.00%,0.00%,1.000148604
DyPFGrXaNrB2iDA9oDw4X4uxh5hxDLNqhQg2BmfowxVb,0.45,2.509849575,"8,980.82",43.40%,277.3822,129,64,72,57,35.94%,10.94%,42.19%,9.38%,1.56%,0.00%,0.00%,0.068116386
6NWRFU9TyN3wQQiYR6uTeEYaEzM6khk7qoYdHihGfv7j,0.65,2.507251316,"9,107.26",55.77%,297.7351,122,52,47,75,0.00%,44.23%,46.15%,9.62%,0.00%,3.85%,0.00%,12.63985498
HKPQVkHd4cGRusYpwPHCZHmAFcDNZDzgUXH5QBPLsjYs,0.37,2.494897553,"1,770.65",53.57%,78.8565,90,38,60,30,34.21%,0.00%,60.53%,2.63%,2.63%,2.63%,0.00%,0.087296941
6NWRFU9TyN3wQQiYR6uTeEYaEzM6khk7qoYdHihGfv7j,0.65,2.492896048,"9,353.02",55.77%,297.7674,126,52,48,78,0.00%,44.23%,46.15%,9.62%,0.00%,3.85%,0.00%,13.89581879
D4vwePrz7Qvph9xpMJEWfEgLjw4ntqZQk2fHMfZXveC9,0.38,2.477542452,936.53,80.95%,37.4265,101,26,66,35,0.00%,15.38%,84.62%,0.00%,0.00%,0.00%,0.00%,18.70013382
3wWpUsobg1SVLwUopCvqZHhSuYGr5vpz5svP13XCXNPG,0.32,2.475298761,"2,119.00",69.57%,64.8529,132,47,101,31,2.13%,12.77%,85.11%,0.00%,0.00%,0.00%,0.00%,1.000075155
5NPRte574kijutNikQZUKEmPWT8pUqbbjqn4BmV5PkkC,0.51,2.473654787,"8,413.64",88.24%,215.2721,158,45,77,81,0.00%,8.89%,84.44%,6.67%,0.00%,0.00%,0.00%,0.20011139
3wWpUsobg1SVLwUopCvqZHhSuYGr5vpz5svP13XCXNPG,0.32,2.469496503,"2,119.00",69.57%,65.5015,131,47,100,31,2.13%,12.77%,85.11%,0.00%,0.00%,0.00%,0.00%,1.000010025
Gg1zFmKwjZBC5PrC8LJuvAy9q4UznxjBjja2gTnf7auf,0.53,2.468435773,"4,161.95",52.00%,163.6959,103,25,48,55,20.00%,28.00%,36.00%,16.00%,0.00%,8.00%,0.00%,0.950853979
6Lv7eAxUXf9gXNVCaKn5PK6fKHWA8h17iLh4LaoAufmz,0.65,2.452845953,"9,039.08",68.00%,304.557,121,25,46,75,12.00%,20.00%,56.00%,8.00%,4.00%,12.00%,0.00%,1.286286087
9Jb67GEEMAJ4eX4U4hGkPUeGV9Dpv9gdUyM2p1T1vJRo,0.62,2.452479421,"7,126.26",57.89%,367.8148,79,38,31,48,0.00%,42.11%,47.37%,10.53%,0.00%,28.95%,0.00%,36.26936882
7UmYQFuSHYMWUrbhoC7MyQSmYgqznJEn4V7KCpDf3yrY,0.51,2.435285604,"8,398.76",53.33%,269.4358,128,15,61,67,20.00%,26.67%,46.67%,6.67%,0.00%,20.00%,0.00%,15.49077863
9AYbjTT2UUjazuqa6g8vpE9mfYLFVNoRGrRpjnsohjWC,0.34,2.431944767,"4,906.92",68.42%,139.1513,145,71,104,41,11.27%,5.63%,76.06%,5.63%,1.41%,0.00%,0.00%,0.423472007
HhLK77CCr3kP4H2mSezh1SmZvJDGYtTq6xYUYuKxVnQk,0.39,2.409835168,"6,420.43",68.29%,74.4207,358,84,223,135,2.38%,25.00%,71.43%,1.19%,0.00%,3.57%,0.00%,6.60031349
BTBJRDtf2vv2StVsaWsNEVJBJvHYRu83P4NRupufV8AJ,0.49,2.409000485,"3,666.83",54.55%,163.6707,93,24,46,47,25.00%,25.00%,41.67%,4.17%,4.17%,0.00%,0.00%,4.485318869
FM3uJCDCq78ig73LbXgueqjNUYapQPNgL3VuFF7sNtxq,0.41,2.401987599,"5,952.60",92.86%,178.2876,139,43,81,58,2.33%,6.98%,88.37%,2.33%,0.00%,0.00%,6.52%,19.11203761
HhLK77CCr3kP4H2mSezh1SmZvJDGYtTq6xYUYuKxVnQk,0.38,2.377134582,"6,430.74",68.29%,74.1164,365,84,229,136,2.38%,25.00%,71.43%,1.19%,0.00%,3.57%,0.00%,19.15267176
GrhERHA6qwzVyhiYiJWFemVmtz7iRY1oQxeixnuTVFB1,0.53,2.376717013,"4,367.05",45.16%,199.7206,92,31,41,51,16.13%,38.71%,32.26%,9.68%,3.23%,19.35%,0.00%,2.827364425
F1Ya8WoRL9DQuyRdNQuqht14omZCYr2bJA2a4Gr36a8A,0.61,2.355296751,"4,958.31",48.00%,244.7877,86,25,33,53,0.00%,52.00%,44.00%,0.00%,4.00%,4.00%,0.00%,10.1213677
FM3uJCDCq78ig73LbXgueqjNUYapQPNgL3VuFF7sNtxq,0.41,2.351025337,"6,076.68",92.86%,180.7478,143,43,83,60,2.33%,6.98%,88.37%,2.33%,0.00%,0.00%,6.52%,19.69730008
HhLK77CCr3kP4H2mSezh1SmZvJDGYtTq6xYUYuKxVnQk,0.37,2.340447776,"6,442.97",68.29%,74.8065,368,84,230,138,2.38%,25.00%,71.43%,1.19%,0.00%,3.57%,0.00%,20.02281951
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.42,2.33448104,"81,644.52",44.00%,329.3155,1062,289,584,478,5.19%,42.91%,42.56%,1.73%,0.00%,10.65%,9.62%,661.7119554
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.43,2.332121412,"75,998.26",45.19%,328.1733,993,288,543,450,4.86%,40.28%,42.01%,1.74%,0.00%,10.65%,9.62%,614.1570868
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.42,2.326916357,"78,365.89",44.90%,325.706,1034,296,570,464,5.07%,40.20%,42.23%,1.69%,0.00%,10.65%,9.62%,635.7924948
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.43,2.325693392,"76,007.04",45.06%,337.2699,969,282,524,445,4.96%,40.07%,41.84%,1.77%,0.00%,10.65%,9.62%,630.2893212
CWNGqSBfrqyWs75wNU1htFxLNbYdCv91NW3qUiYFFaYz,0.48,2.314559533,"2,369.72",78.57%,101.3695,101,45,49,52,8.89%,4.44%,84.44%,2.22%,0.00%,2.22%,0.00%,4.831459045
GijFWw4oNyh9ko3FaZforNsi3jk6wDovARpkKahPD4o5,0.43,2.311988752,"75,891.08",44.92%,335.9777,977,284,529,448,4.93%,40.49%,41.55%,1.76%,0.00%,10.65%,9.62%,629.6361184
HhLK77CCr3kP4H2mSezh1SmZvJDGYtTq6xYUYuKxVnQk,0.37,2.308408729,"6,435.60",68.29%,75.3485,370,84,231,139,2.38%,25.00%,71.43%,1.19%,0.00%,3.57%,0.00%,25.12636624
GrhERHA6qwzVyhiYiJWFemVmtz7iRY1oQxeixnuTVFB1,0.51,2.3080072,"4,246.32",45.16%,185.8405,99,31,45,54,16.13%,38.71%,32.26%,9.68%,3.23%,19.35%,0.00%,0.522315323
F1Ya8WoRL9DQuyRdNQuqht14omZCYr2bJA2a4Gr36a8A,0.59,2.303787709,"4,944.45",48.00%,238.4696,90,25,35,55,0.00%,52.00%,44.00%,0.00%,4.00%,4.00%,0.00%,10.04592293
62qEWURTpb8RNqoPCrjaoRcfU4PneigVKbiuGtin2Wb4,0.33,2.275661794,"11,276.94",41.94%,90.2633,549,108,377,172,0.93%,50.93%,43.52%,3.70%,0.93%,5.56%,0.00%,6.974620692
3ZzMY4F1Xrqs9XGWizE27NCYsj2X6w2KNHCZCLMNHyUS,0.41,2.185823605,330.18,54.05%,12.9107,117,41,62,55,17.07%,36.59%,39.02%,7.32%,0.00%,0.00%,8.89%,2.426337358
HH6obK6m9VPWVHJ5Y8zuqnjQU5tjj1ZQFxuU3Etj8fmi,0.52,2.174746458,"8,397.86",40.00%,236.904,163,45,68,95,13.33%,46.67%,33.33%,2.22%,4.44%,4.44%,8.16%,25.80135204
3ZzMY4F1Xrqs9XGWizE27NCYsj2X6w2KNHCZCLMNHyUS,0.42,2.156772079,300.57,54.05%,13.4001,104,41,54,50,17.07%,36.59%,39.02%,7.32%,0.00%,0.00%,8.89%,2.603659758
CmLFrQG8A9T749XwjXHHUyaAzdLCcxAcR52yKGriJZ9z,0.36,2.156290752,"3,273.15",83.78%,143.2032,106,46,63,43,10.87%,2.17%,80.43%,6.52%,0.00%,4.35%,0.00%,5.000064286
891b1TUEXu2qc9TyyAMdBPs2QcRB4pojj8WNjHDEuXK6,0.42,2.147659206,"5,859.85",54.72%,164.3664,166,54,84,82,20.37%,24.07%,53.70%,1.85%,0.00%,20.37%,0.00%,6.570185705
A85KSRtBe4Ff5rcnz3o2LQYTdEirT1bxLVHP1w2JKwF7,0.29,2.137658152,"3,800.46",47.37%,164.6168,108,27,80,28,18.52%,18.52%,55.56%,3.70%,3.70%,0.00%,0.00%,0.128242808
8nC5op8B6oqxXN1N2DwX7yXJpwWbLHPxCCe1tPX3ZGJC,0.3,2.118697361,"3,517.38",65.00%,115.289,144,78,101,43,10.26%,6.41%,79.49%,2.56%,1.28%,1.28%,0.00%,0.955381522
HH6obK6m9VPWVHJ5Y8zuqnjQU5tjj1ZQFxuU3Etj8fmi,0.51,2.11119203,"8,468.91",40.00%,240.2057,167,45,69,98,13.33%,46.67%,33.33%,2.22%,4.44%,4.44%,8.16%,27.58940226
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,0.34,2.100566552,"13,743.19",47.13%,132.9799,492,163,305,187,1.84%,49.08%,51.53%,0.00%,0.00%,15.79%,25.12%,53.65187132
GSuzKopGRQiEwTNzqBeDWYgBFkoWZ5EHMrNUsGLJKvs2,0.34,2.081364496,664.95,72.36%,2.0532,1556,734,964,592,12.81%,8.45%,77.66%,1.09%,0.00%,3.13%,0.00%,1.029582709
GSuzKopGRQiEwTNzqBeDWYgBFkoWZ5EHMrNUsGLJKvs2,0.33,2.057864598,644.67,72.36%,2.0382,1537,734,952,585,12.81%,8.45%,77.66%,1.09%,0.00%,3.13%,0.00%,0.989029481
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,0.33,2.057390221,"13,473.09",46.45%,134.7455,486,161,300,186,1.86%,49.69%,50.93%,0.00%,0.00%,15.79%,25.12%,53.51982759
GSuzKopGRQiEwTNzqBeDWYgBFkoWZ5EHMrNUsGLJKvs2,0.33,2.052413123,639.53,72.36%,2.0473,1522,734,942,580,12.81%,8.45%,77.66%,1.09%,0.00%,3.13%,0.00%,1.178939894
GSuzKopGRQiEwTNzqBeDWYgBFkoWZ5EHMrNUsGLJKvs2,0.33,2.040114044,628.72,72.36%,2.0477,1505,734,933,572,12.81%,8.45%,77.66%,1.09%,0.00%,3.13%,0.00%,1.130784079
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,0.33,2.028275234,"13,368.33",45.39%,136.4593,483,158,297,186,1.90%,50.63%,49.37%,0.00%,0.00%,15.79%,25.12%,57.14642146
96Zb7SMUFmkfwT48iGxepkzKeEFfyteT1zcMvQ5HBGhJ,0.43,2.025057912,"3,340.47",55.32%,154.1652,107,47,50,57,23.40%,21.28%,48.94%,2.13%,4.26%,6.38%,0.00%,0.238642001
9wRuFPJZFviuHv9q4hsaxUUADDphX6oSjcMA3RuxTFRG,0.61,2.020137506,"20,743.24",70.18%,549.1033,187,57,62,125,1.75%,26.32%,63.16%,5.26%,3.51%,22.81%,0.00%,87.24033903
DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,0.32,1.99409689,"13,543.75",46.58%,135.5673,501,167,311,190,1.80%,49.70%,50.90%,0.00%,0.00%,15.79%,25.12%,56.29060455
Hby8CpgNf1DZKPTmZxabLUKLJ6anJKrZHnXP3UAtpdE6,0.43,1.970780755,"4,528.24",47.37%,189.8916,121,38,55,66,26.32%,26.32%,28.95%,15.79%,2.63%,15.79%,0.00%,0.005029282
AzRDS8GFAoRy15WiExneHsTBSbAXGCNzqpmMkoWzGVmh,0.33,1.962485279,"6,162.19",68.18%,266.1011,118,59,70,48,13.56%,10.17%,69.49%,6.78%,0.00%,0.00%,1.67%,5.000147025
GSuzKopGRQiEwTNzqBeDWYgBFkoWZ5EHMrNUsGLJKvs2,0.32,1.962031502,651.29,72.36%,2.0996,1581,734,978,603,12.81%,8.45%,77.66%,1.09%,0.00%,3.13%,0.00%,0.988417867
7TqsbvRHqnsMC3JAUgDo9FvjuH9TjyuRjvHGumtKQxS3,0.41,1.954596493,"3,657.83",44.83%,167.0892,112,30,53,59,10.00%,43.33%,26.67%,10.00%,10.00%,13.33%,0.00%,0.005029281
ELGNVYE7X1R1uQSuVqFN8TxbV7AipcQ23HmmqNhCVUMy,0.42,1.952831348,"18,603.06",71.43%,1094.9654,87,25,40,47,0.00%,16.00%,64.00%,16.00%,4.00%,4.00%,0.00%,7.500178615
wdqDPrPAwPMZ2sftWPHzkaaqmcYMHUkfM2kN6UGZqCP,0.31,1.948096717,"4,949.39",42.50%,244.2912,104,47,65,39,31.91%,17.02%,40.43%,10.64%,0.00%,2.13%,0.00%,0.076416834
9wRuFPJZFviuHv9q4hsaxUUADDphX6oSjcMA3RuxTFRG,0.57,1.942920345,"20,817.20",70.18%,543.8775,197,57,67,130,1.75%,26.32%,63.16%,5.26%,3.51%,22.81%,0.00%,88.23374633
HH6obK6m9VPWVHJ5Y8zuqnjQU5tjj1ZQFxuU3Etj8fmi,0.47,1.940608086,"8,228.73",40.00%,243.6945,174,45,72,102,13.33%,46.67%,33.33%,2.22%,4.44%,4.44%,8.16%,26.60717468
Ca7mcVUpPfg6R2bfZ63rhBYzay3uHaTngxpnDNFu559h,0.34,1.927058574,176.58,61.93%,0.8777,1044,459,584,460,11.76%,23.53%,59.26%,5.23%,0.22%,7.84%,0.00%,0.499205122
HH6obK6m9VPWVHJ5Y8zuqnjQU5tjj1ZQFxuU3Etj8fmi,0.46,1.924993876,"8,237.33",40.00%,243.1333,176,45,73,103,13.33%,46.67%,33.33%,2.22%,4.44%,4.44%,8.16%,26.63639886
DKU8QBx91J95PBgrALMzNfhq8GfyY8zTYNeERQ7Hn6W3,0.45,1.908588114,"7,971.08",86.11%,262.6684,159,44,68,91,0.00%,11.36%,84.09%,4.55%,0.00%,0.00%,0.00%,0.200122456
ph1EtraYDoNXBmaxCXWELDgAksXSRb4o1Do4NnDDQB5,0.33,1.891853101,"2,095.81",51.35%,69.238,160,37,93,67,29.73%,18.92%,45.95%,5.41%,0.00%,8.11%,0.00%,9.20944132
52Y5VytKuqnuBLnBSB64ZLLK13P8mndfXWKHdgektGL2,0.27,1.880701982,811.08,62.50%,50.737,85,51,59,26,15.69%,1.96%,78.43%,3.92%,0.00%,0.00%,0.00%,0.550172956
Ca7mcVUpPfg6R2bfZ63rhBYzay3uHaTngxpnDNFu559h,0.33,1.853253263,182.2,61.93%,0.931,1056,459,590,466,11.76%,23.53%,59.26%,5.23%,0.22%,7.84%,0.00%,0.515139955
6SXM98sRzxXDA5adDTXfLB2fGCzoqub6WSJQJDahnMbu,0.42,1.8455306,"2,236.03",46.88%,155.3323,78,32,34,44,25.00%,28.12%,25.00%,15.62%,6.25%,9.38%,0.00%,1.159378228
AC9ejX7DgDZA4izQ7vbcpzfiLTGWHxP3DqaWRVo7RE47,0.47,1.844149646,"5,889.59",47.37%,449.8115,71,19,28,43,21.05%,31.58%,36.84%,10.53%,0.00%,21.05%,0.00%,15.00903624
9wRuFPJZFviuHv9q4hsaxUUADDphX6oSjcMA3RuxTFRG,0.54,1.837775128,"20,912.47",70.18%,555.0845,205,57,70,135,1.75%,26.32%,63.16%,5.26%,3.51%,22.81%,0.00%,89.34049256
7xKBoh6GnyREVE6R694GNwoJeo4YeDEujCWb76JdFQaf,0.34,1.836483141,"4,194.29",41.67%,171.7196,133,24,71,62,16.67%,41.67%,33.33%,8.33%,0.00%,12.50%,0.00%,2.30974991
6N5WD2tttTb9Beg2NU5mw2BQ4tSpPsTe79BRuKowfbP6,0.43,1.823705347,895.65,46.43%,43.8496,112,28,47,65,39.29%,14.29%,39.29%,7.14%,0.00%,0.00%,0.00%,1.775962338
5aKdC1Y5hx3NVucuzokzKGcW7MAGDNEjrAhUxhbvqmyo,0.39,1.809715695,"7,305.87",97.56%,225.5322,179,52,84,95,0.00%,1.92%,98.08%,0.00%,0.00%,0.00%,0.00%,0.200134041
3EKLcBj87K5daKtgpgiZyQvrDuXNZd8TsegcErCNjsUA,0.38,1.800504188,"5,392.62",41.18%,296.5407,101,36,48,53,2.78%,58.33%,25.00%,13.89%,0.00%,0.00%,2.70%,21.62979097
XXDN957S4KaxrGYLx8S9Pm3bczg9Y4iqT3x89FAyDEV,0.2,1.795405199,"1,374.70",88.89%,13.4094,571,193,506,65,90.67%,1.04%,7.77%,0.52%,0.00%,2.59%,1.03%,7.506861921
5SW7p56x22LKj8gYcE8DVVd1S59UJUGR9jKq2PFdKiKg,0.31,1.791225702,"16,017.09",98.94%,247.0158,362,94,211,151,0.00%,0.00%,100.00%,0.00%,0.00%,9.57%,21.01%,7.055393797
CY2jJVvy1LZiepNZPyRi2b5Wj3wqcGx18pg2dRsVtgn,0.33,1.784074017,"4,235.84",53.33%,325.2399,73,15,40,33,26.67%,20.00%,46.67%,6.67%,0.00%,20.00%,0.00%,15.0064981
E24qSajPq9MxH8udW3ssks5ku4Z6ay8G1EsmquDPvr4C,0.34,1.774567763,"2,303.49",50.00%,175.4131,74,14,39,35,14.29%,35.71%,21.43%,28.57%,0.00%,21.43%,0.00%,3.544015243
